Orthogroup	Duplications (all)	Duplications (50% support)
OG0004228	8	8
OG0004229	5	5
OG0004230	6	6
OG0004231	5	4
OG0004232	4	3
OG0004233	8	8
OG0004234	5	4
OG0004235	4	2
OG0004236	4	3
OG0004237	5	5
OG0004238	5	4
OG0004239	7	6
OG0004240	5	4
OG0004241	6	6
OG0004242	6	5
OG0004243	6	6
OG0004244	6	6
OG0004245	6	6
OG0004246	8	7
OG0004247	6	6
OG0004248	5	4
OG0004249	6	6
OG0004250	6	5
OG0004251	5	5
OG0004252	10	9
OG0004253	6	6
OG0004254	9	8
OG0004255	11	11
OG0004256	10	10
OG0004257	8	8
OG0004258	7	7
OG0004259	9	9
OG0004260	9	9
OG0004261	8	7
OG0004262	8	8
OG0004263	11	11
OG0004264	6	5
OG0004265	10	10
OG0004266	10	10
OG0004267	8	8
OG0004268	11	10
OG0004269	10	10
OG0004270	13	8
OG0004271	10	6
OG0004272	19	18
OG0004273	24	24
OG0004274	24	24
OG0004275	3	3
OG0004276	3	3
OG0004277	3	3
OG0004278	3	1
OG0004279	3	3
OG0004280	3	3
OG0004281	3	3
OG0004282	2	2
OG0004283	3	3
OG0004284	3	2
OG0004285	3	3
OG0004286	3	3
OG0004287	3	3
OG0004288	3	3
OG0004289	5	5
OG0004290	3	3
OG0004291	3	3
OG0004292	3	3
OG0004293	3	3
OG0004294	3	3
OG0004295	8	8
OG0004296	4	3
OG0004297	3	3
OG0004298	2	2
OG0004299	3	3
OG0004300	4	4
OG0004301	3	3
OG0004302	3	3
OG0004303	3	3
OG0004304	3	3
OG0004305	4	4
OG0004306	3	3
OG0004307	3	3
OG0004308	3	3
OG0004309	3	3
OG0004310	3	3
OG0004311	3	3
OG0004312	3	3
OG0004313	3	3
OG0004314	3	3
OG0004315	3	3
OG0004316	3	3
OG0004317	2	2
OG0004318	3	3
OG0004319	6	6
OG0004320	3	3
OG0004321	3	3
OG0004322	3	3
OG0004323	5	5
OG0004324	3	2
OG0004325	3	3
OG0004326	3	3
OG0004327	3	3
OG0004328	3	3
OG0004329	3	3
OG0004330	3	3
OG0004331	3	3
OG0004332	3	3
OG0004333	3	3
OG0004334	3	3
OG0004335	3	3
OG0004336	5	4
OG0004337	3	2
OG0004338	3	3
OG0004339	3	3
OG0004340	3	3
OG0004341	4	4
OG0004342	5	5
OG0004343	3	3
OG0004344	3	3
OG0004345	3	3
OG0004346	3	3
OG0004347	3	3
OG0004348	3	3
OG0004349	3	3
OG0004350	4	4
OG0004351	3	3
OG0004352	3	3
OG0004353	4	4
OG0004354	3	3
OG0004355	3	3
OG0004356	3	3
OG0004357	3	3
OG0004358	3	3
OG0004359	3	3
OG0004360	3	3
OG0004361	3	3
OG0004362	3	3
OG0004363	3	3
OG0004364	4	3
OG0004365	3	3
OG0004366	3	3
OG0004367	4	4
OG0004368	3	3
OG0004369	3	3
OG0004370	3	3
OG0004371	3	3
OG0004372	3	3
OG0004373	3	3
OG0004374	3	3
OG0004375	3	2
OG0004376	4	3
OG0004377	3	3
OG0004378	3	3
OG0004379	3	3
OG0004380	2	1
OG0004381	3	3
OG0004382	3	3
OG0004383	3	3
OG0004384	3	3
OG0004385	3	3
OG0004386	3	3
OG0004387	3	3
OG0004388	3	3
OG0004389	4	3
OG0004390	4	1
OG0004391	3	3
OG0004392	4	4
OG0004393	7	7
OG0004394	3	3
OG0004395	3	3
OG0004396	3	3
OG0004397	3	3
OG0004398	3	2
OG0004399	6	6
OG0004400	4	3
OG0004401	3	3
OG0004402	3	3
OG0004403	3	3
OG0004404	3	2
OG0004405	4	4
OG0004406	4	4
OG0004407	3	3
OG0004408	6	6
OG0004409	3	3
OG0004410	3	1
OG0004411	3	3
OG0004412	3	3
OG0004413	4	4
OG0004414	3	3
OG0004415	5	5
OG0004416	3	3
OG0004417	3	3
OG0004418	3	3
OG0004419	3	3
OG0004420	3	3
OG0004421	2	1
OG0004422	3	3
OG0004423	3	3
OG0004424	3	3
OG0004425	3	3
OG0004426	3	3
OG0004427	3	3
OG0004428	3	3
OG0004429	4	4
OG0004430	2	2
OG0004431	3	3
OG0004432	3	3
OG0004433	4	4
OG0004434	3	3
OG0004435	16	16
OG0004436	3	3
OG0004437	3	3
OG0004438	4	4
OG0004439	3	3
OG0004440	3	3
OG0004441	3	3
OG0004442	2	1
OG0004443	3	3
OG0004444	3	2
OG0004445	3	3
OG0004446	3	2
OG0004447	4	4
OG0004448	3	3
OG0004449	3	3
OG0004450	3	3
OG0004451	3	3
OG0004452	3	3
OG0004453	3	2
OG0004454	3	3
OG0004455	3	3
OG0004456	8	8
OG0004457	3	3
OG0004458	3	3
OG0004459	3	3
OG0004460	3	3
OG0004461	3	3
OG0004462	3	3
OG0004463	2	0
OG0004464	7	7
OG0004465	4	4
OG0004466	3	3
OG0004467	3	3
OG0004468	4	4
OG0004469	3	3
OG0004470	3	3
OG0004471	3	3
OG0004472	3	3
OG0004473	3	3
OG0004474	8	8
OG0004475	3	3
OG0004476	8	8
OG0004477	8	8
OG0004478	3	3
OG0004479	3	3
OG0004480	3	3
OG0004481	3	3
OG0004482	4	4
OG0004483	3	3
OG0004484	3	3
OG0004485	3	3
OG0004486	3	3
OG0004487	3	3
OG0004488	6	4
OG0004489	4	4
OG0004490	4	4
OG0004491	3	3
OG0004492	3	3
OG0004493	3	3
OG0004494	3	3
OG0004495	3	2
OG0004496	3	3
OG0004497	3	3
OG0004498	3	3
OG0004499	3	3
OG0004500	4	4
OG0004501	3	3
OG0004502	3	3
OG0004503	3	3
OG0004504	4	4
OG0004505	3	2
OG0004506	3	3
OG0004507	3	3
OG0004508	3	3
OG0004509	3	3
OG0004510	3	3
OG0004511	3	3
OG0004512	3	3
OG0004513	3	3
OG0004514	3	3
OG0004515	3	3
OG0004516	3	3
OG0004517	2	1
OG0004518	3	3
OG0004519	3	3
OG0004520	3	3
OG0004521	3	3
OG0004522	6	6
OG0004523	6	6
OG0004524	3	3
OG0004525	4	4
OG0004526	4	4
OG0004527	3	3
OG0004528	3	3
OG0004529	3	1
OG0004530	3	3
OG0004531	3	2
OG0004532	3	3
OG0004533	3	3
OG0004534	3	3
OG0004535	3	3
OG0004536	3	2
OG0004537	4	4
OG0004538	3	3
OG0004539	4	4
OG0004540	3	3
OG0004541	5	5
OG0004542	3	3
OG0004543	4	3
OG0004544	3	3
OG0004545	2	0
OG0004546	4	4
OG0004547	3	3
OG0004548	3	2
OG0004549	3	3
OG0004550	3	3
OG0004551	3	3
OG0004552	3	3
OG0004553	3	3
OG0004554	4	4
OG0004555	4	4
OG0004556	3	3
OG0004557	3	2
OG0004558	3	3
OG0004559	3	3
OG0004560	3	3
OG0004561	3	3
OG0004562	5	5
OG0004563	3	3
OG0004564	3	3
OG0004565	4	4
OG0004566	3	3
OG0004567	3	3
OG0004568	3	3
OG0004569	3	3
OG0004570	3	3
OG0004571	3	2
OG0004572	4	4
OG0004573	3	2
OG0004574	3	3
OG0004575	3	3
OG0004576	3	3
OG0004577	3	3
OG0004578	2	1
OG0004579	3	3
OG0004580	3	3
OG0004581	3	3
OG0004582	2	1
OG0004583	3	3
OG0004584	3	3
OG0004585	2	1
OG0004586	3	3
OG0004587	3	3
OG0004588	4	4
OG0004589	3	3
OG0004590	3	3
OG0004591	3	3
OG0004592	2	2
OG0004593	3	3
OG0004594	3	2
OG0004595	5	5
OG0004596	4	4
OG0004597	3	3
OG0004598	3	3
OG0004599	3	3
OG0004600	2	1
OG0004601	3	3
OG0004602	3	3
OG0004603	3	3
OG0004604	4	3
OG0004605	3	3
OG0004606	3	3
OG0004607	3	3
OG0004608	3	3
OG0004609	3	3
OG0004610	5	5
OG0004611	3	3
OG0004612	3	3
OG0004613	3	3
OG0004614	3	3
OG0004615	3	3
OG0004616	4	4
OG0004617	3	3
OG0004618	4	4
OG0004619	3	3
OG0004620	3	3
OG0004621	3	3
OG0004622	6	6
OG0004623	3	3
OG0004624	3	3
OG0004625	3	2
OG0004626	5	5
OG0004627	3	3
OG0004628	3	3
OG0004629	3	3
OG0004630	3	3
OG0004631	3	3
OG0004632	3	3
OG0004633	3	3
OG0004634	3	3
OG0004635	3	3
OG0004636	3	3
OG0004637	1	0
OG0004638	4	4
OG0004639	3	3
OG0004640	2	2
OG0004641	4	4
OG0004642	5	5
OG0004643	4	4
OG0004644	3	3
OG0004645	3	3
OG0004646	3	3
OG0004647	3	2
OG0004648	3	3
OG0004649	3	3
OG0004650	3	3
OG0004651	4	4
OG0004652	5	5
OG0004653	3	3
OG0004654	3	2
OG0004655	3	3
OG0004656	3	3
OG0004657	3	3
OG0004658	4	2
OG0004659	3	3
OG0004660	3	3
OG0004661	3	3
OG0004662	3	3
OG0004663	3	2
OG0004664	4	4
OG0004665	3	2
OG0004666	4	4
OG0004667	3	3
OG0004668	3	3
OG0004669	3	3
OG0004670	3	3
OG0004671	3	3
OG0004672	4	4
OG0004673	4	4
OG0004674	3	3
OG0004675	5	5
OG0004676	3	2
OG0004677	3	3
OG0004678	3	3
OG0004679	3	3
OG0004680	5	5
OG0004681	3	3
OG0004682	3	3
OG0004683	3	3
OG0004684	3	3
OG0004685	6	6
OG0004686	3	2
OG0004687	3	3
OG0004688	3	3
OG0004689	2	2
OG0004690	6	6
OG0004691	3	1
OG0004692	3	3
OG0004693	4	4
OG0004694	4	4
OG0004695	3	3
OG0004696	3	3
OG0004697	4	3
OG0004698	6	6
OG0004699	3	3
OG0004700	3	1
OG0004701	3	3
OG0004702	3	3
OG0004703	9	9
OG0004704	5	5
OG0004705	3	3
OG0004706	4	4
OG0004707	3	3
OG0004708	1	1
OG0004709	8	7
OG0004710	2	1
OG0004711	2	2
OG0004712	3	3
OG0004713	3	3
OG0004714	1	0
OG0004715	4	3
OG0004716	3	3
OG0004717	2	2
OG0004718	3	3
OG0004719	3	3
OG0004720	4	4
OG0004721	4	4
OG0004722	3	3
OG0004723	3	3
OG0004724	4	4
OG0004725	5	3
OG0004726	3	3
OG0004727	8	8
OG0004728	3	3
OG0004729	3	3
OG0004730	3	3
OG0004731	3	3
OG0004732	3	3
OG0004733	4	4
OG0004734	5	5
OG0004735	3	3
OG0004736	4	4
OG0004737	4	4
OG0004738	8	8
OG0004739	3	3
OG0004740	3	3
OG0004741	3	3
OG0004742	6	6
OG0004743	3	3
OG0004744	3	3
OG0004745	3	3
OG0004746	3	3
OG0004747	3	3
OG0004748	4	3
OG0004749	8	8
OG0004750	3	1
OG0004751	3	3
OG0004752	3	3
OG0004753	3	3
OG0004754	3	3
OG0004755	3	3
OG0004756	3	3
OG0004757	3	3
OG0004758	3	3
OG0004759	8	8
OG0004760	3	3
OG0004761	3	3
OG0004762	3	3
OG0004763	3	3
OG0004764	3	3
OG0004765	3	3
OG0004766	3	3
OG0004767	1	1
OG0004768	3	3
OG0004769	3	3
OG0004770	4	3
OG0004771	3	3
OG0004772	3	3
OG0004773	3	3
OG0004774	3	3
OG0004775	3	3
OG0004776	5	5
OG0004777	5	5
OG0004778	3	3
OG0004779	3	3
OG0004780	3	3
OG0004781	3	3
OG0004782	3	3
OG0004783	4	4
OG0004784	1	1
OG0004785	3	3
OG0004786	3	3
OG0004787	6	6
OG0004788	3	2
OG0004789	3	3
OG0004790	4	3
OG0004791	3	3
OG0004792	3	3
OG0004793	4	4
OG0004794	3	2
OG0004795	3	3
OG0004796	2	2
OG0004797	3	3
OG0004798	19	17
OG0004799	3	3
OG0004800	3	3
OG0004801	3	3
OG0004802	3	2
OG0004803	3	2
OG0004804	1	0
OG0004805	3	1
OG0004806	4	3
OG0004807	9	9
OG0004808	4	3
OG0004809	2	2
OG0004810	4	4
OG0004811	5	5
OG0004812	5	5
OG0004813	3	3
OG0004814	3	3
OG0004815	4	4
OG0004816	4	4
OG0004817	3	3
OG0004818	3	3
OG0004819	3	3
OG0004820	4	4
OG0004821	5	4
OG0004822	3	3
OG0004823	3	3
OG0004824	3	3
OG0004825	5	5
OG0004826	3	3
OG0004827	3	3
OG0004828	4	4
OG0004829	3	3
OG0004830	3	2
OG0004831	3	3
OG0004832	5	5
OG0004833	3	3
OG0004834	4	4
OG0004835	3	3
OG0004836	3	3
OG0004837	3	3
OG0004838	3	3
OG0004839	3	3
OG0004840	6	4
OG0004841	3	3
OG0004842	3	3
OG0004843	3	3
OG0004844	3	3
OG0004845	3	3
OG0004846	3	3
OG0004847	2	2
OG0004848	4	4
OG0004849	5	2
OG0004850	3	0
OG0004851	3	3
OG0004852	3	3
OG0004853	3	3
OG0004854	4	4
OG0004855	4	4
OG0004856	4	4
OG0004857	3	3
OG0004858	3	3
OG0004859	1	0
OG0004860	6	6
OG0004861	3	3
OG0004862	3	3
OG0004863	4	4
OG0004864	4	4
OG0004865	4	4
OG0004866	3	3
OG0004867	3	3
OG0004868	3	3
OG0004869	3	3
OG0004870	3	3
OG0004871	3	3
OG0004872	3	3
OG0004873	3	3
OG0004874	3	2
OG0004875	3	3
OG0004876	3	3
OG0004877	4	3
OG0004878	3	3
OG0004879	4	3
OG0004880	4	4
OG0004881	6	5
OG0004882	19	19
OG0004883	5	5
OG0004884	4	4
OG0004885	7	7
OG0004886	8	8
OG0004887	4	4
OG0004888	4	4
OG0004889	5	5
OG0004890	5	5
OG0004891	5	5
OG0004892	4	3
OG0004893	5	4
OG0004894	4	4
OG0004895	6	6
OG0004896	5	5
OG0004897	2	2
OG0004898	6	6
OG0004899	4	4
OG0004900	4	3
OG0004901	4	4
OG0004902	5	5
OG0004903	4	4
OG0004904	5	5
OG0004905	3	3
OG0004906	8	8
OG0004907	10	10
OG0004908	4	4
OG0004909	4	4
OG0004910	4	4
OG0004911	4	3
OG0004912	3	2
OG0004913	4	4
OG0004914	5	5
OG0004915	9	9
OG0004916	5	5
OG0004917	7	5
OG0004918	6	6
OG0004919	5	5
OG0004920	4	3
OG0004921	6	6
OG0004922	4	4
OG0004923	6	6
OG0004924	4	4
OG0004925	4	3
OG0004926	4	4
OG0004927	4	3
OG0004928	5	5
OG0004929	3	2
OG0004930	4	4
OG0004931	4	4
OG0004932	4	4
OG0004933	9	9
OG0004934	3	3
OG0004935	5	5
OG0004936	4	3
OG0004937	5	5
OG0004938	3	2
OG0004939	4	4
OG0004940	6	6
OG0004941	5	5
OG0004942	5	5
OG0004943	3	2
OG0004944	3	2
OG0004945	4	4
OG0004946	6	6
OG0004947	4	4
OG0004948	8	8
OG0004949	5	4
OG0004950	7	7
OG0004951	4	4
OG0004952	5	5
OG0004953	23	23
OG0004954	6	6
OG0004955	11	11
OG0004956	1	1
OG0004957	9	9
OG0004958	11	11
OG0004959	10	10
OG0004960	10	10
OG0004961	8	8
OG0004962	10	10
OG0004963	4	0
OG0004964	7	7
OG0004965	9	9
OG0004966	9	9
OG0004967	8	7
OG0004968	6	1
OG0004969	11	11
OG0004970	22	22
OG0004971	21	21
OG0004972	23	23
OG0004973	16	15
OG0004974	23	23
OG0004975	21	21
OG0004976	2	2
OG0004977	2	2
OG0004978	2	2
OG0004979	2	2
OG0004980	2	2
OG0004981	2	2
OG0004982	2	1
OG0004983	2	1
OG0004984	2	2
OG0004985	2	2
OG0004986	2	2
OG0004987	3	3
OG0004988	2	2
OG0004989	2	2
OG0004990	3	3
OG0004991	3	3
OG0004992	5	5
OG0004993	3	3
OG0004994	2	2
OG0004995	2	2
OG0004996	2	2
OG0004997	2	2
OG0004998	2	2
OG0004999	2	2
OG0005000	2	2
OG0005001	2	2
OG0005002	3	3
OG0005003	2	2
OG0005004	2	2
OG0005005	2	2
OG0005006	2	2
OG0005007	2	2
OG0005008	2	2
OG0005009	2	2
OG0005010	2	2
OG0005011	2	2
OG0005012	2	2
OG0005013	2	2
OG0005014	3	3
OG0005015	3	3
OG0005016	2	2
OG0005017	2	2
OG0005018	2	2
OG0005019	2	2
OG0005020	3	3
OG0005021	2	2
OG0005022	2	2
OG0005023	2	2
OG0005024	2	2
OG0005025	2	2
OG0005026	5	5
OG0005027	2	2
OG0005028	2	2
OG0005029	4	4
OG0005030	2	2
OG0005031	2	2
OG0005032	2	2
OG0005033	3	3
OG0005034	2	1
OG0005035	3	3
OG0005036	5	5
OG0005037	3	3
OG0005038	2	2
OG0005039	3	3
OG0005040	4	4
OG0005041	2	2
OG0005042	2	2
OG0005043	3	3
OG0005044	2	2
OG0005045	3	3
OG0005046	2	2
OG0005047	2	2
OG0005048	2	2
OG0005049	4	4
OG0005050	2	2
OG0005051	2	2
OG0005052	4	4
OG0005053	2	2
OG0005054	2	2
OG0005055	4	4
OG0005056	4	4
OG0005057	2	2
OG0005058	3	2
OG0005059	2	2
OG0005060	4	2
OG0005061	2	2
OG0005062	2	2
OG0005063	2	1
OG0005064	2	2
OG0005065	2	2
OG0005066	4	4
OG0005067	3	2
OG0005068	2	2
OG0005069	3	3
OG0005070	3	3
OG0005071	5	4
OG0005072	2	2
OG0005073	2	2
OG0005074	3	3
OG0005075	3	2
OG0005076	4	4
OG0005077	2	2
OG0005078	2	2
OG0005079	2	2
OG0005080	2	2
OG0005081	2	2
OG0005082	2	2
OG0005083	2	2
OG0005084	2	2
OG0005085	2	2
OG0005086	3	3
OG0005087	2	2
OG0005088	3	3
OG0005089	2	1
OG0005090	2	2
OG0005091	2	2
OG0005092	2	2
OG0005093	2	2
OG0005094	3	3
OG0005095	3	3
OG0005096	5	5
OG0005097	2	1
OG0005098	4	4
OG0005099	2	2
OG0005100	2	2
OG0005101	3	2
OG0005102	2	2
OG0005103	2	2
OG0005104	2	2
OG0005105	2	2
OG0005106	2	2
OG0005107	3	3
OG0005108	2	2
OG0005109	2	2
OG0005110	2	2
OG0005111	2	2
OG0005112	2	2
OG0005113	4	3
OG0005114	2	2
OG0005115	4	2
OG0005116	2	2
OG0005117	2	2
OG0005118	2	0
OG0005119	3	3
OG0005120	2	2
OG0005121	2	2
OG0005122	2	2
OG0005123	2	2
OG0005124	2	2
OG0005125	2	2
OG0005126	2	2
OG0005127	2	2
OG0005128	2	2
OG0005129	4	4
OG0005130	2	2
OG0005131	3	1
OG0005132	3	3
OG0005133	2	2
OG0005134	2	2
OG0005135	2	2
OG0005136	6	6
OG0005137	2	1
OG0005138	2	2
OG0005139	2	2
OG0005140	2	2
OG0005141	2	2
OG0005142	3	3
OG0005143	2	2
OG0005144	22	22
OG0005145	2	2
OG0005146	2	2
OG0005147	3	3
OG0005148	3	3
OG0005149	2	2
OG0005150	2	2
OG0005151	2	2
OG0005152	2	2
OG0005153	2	2
OG0005154	2	2
OG0005155	2	2
OG0005156	2	2
OG0005157	2	2
OG0005158	2	2
OG0005159	2	2
OG0005160	2	2
OG0005161	2	2
OG0005162	2	2
OG0005163	2	2
OG0005164	2	2
OG0005165	4	4
OG0005166	2	2
OG0005167	2	2
OG0005168	2	2
OG0005169	2	2
OG0005170	3	3
OG0005171	3	3
OG0005172	2	2
OG0005173	3	3
OG0005174	2	2
OG0005175	2	2
OG0005176	2	2
OG0005177	2	2
OG0005178	2	2
OG0005179	2	2
OG0005180	2	2
OG0005181	2	2
OG0005182	3	3
OG0005183	2	2
OG0005184	3	3
OG0005185	2	2
OG0005186	2	2
OG0005187	2	2
OG0005188	3	3
OG0005189	2	2
OG0005190	2	2
OG0005191	2	2
OG0005192	3	3
OG0005193	2	2
OG0005194	2	2
OG0005195	2	1
OG0005196	4	4
OG0005197	2	1
OG0005198	3	3
OG0005199	2	2
OG0005200	2	2
OG0005201	2	1
OG0005202	2	2
OG0005203	3	3
OG0005204	2	2
OG0005205	5	5
OG0005206	2	2
OG0005207	2	2
OG0005208	4	4
OG0005209	2	2
OG0005210	3	3
OG0005211	2	2
OG0005212	2	2
OG0005213	2	2
OG0005214	2	2
OG0005215	5	4
OG0005216	2	2
OG0005217	2	2
OG0005218	4	4
OG0005219	2	2
OG0005220	2	2
OG0005221	2	2
OG0005222	2	1
OG0005223	3	3
OG0005224	3	3
OG0005225	4	4
OG0005226	2	2
OG0005227	2	1
OG0005228	4	4
OG0005229	4	4
OG0005230	2	2
OG0005231	2	2
OG0005232	2	2
OG0005233	2	2
OG0005234	2	2
OG0005235	2	1
OG0005236	2	2
OG0005237	3	3
OG0005238	2	2
OG0005239	2	2
OG0005240	2	2
OG0005241	3	3
OG0005242	2	2
OG0005243	2	2
OG0005244	2	2
OG0005245	2	2
OG0005246	2	2
OG0005247	8	8
OG0005248	2	2
OG0005249	2	2
OG0005250	3	3
OG0005251	2	2
OG0005252	2	2
OG0005253	2	2
OG0005254	2	2
OG0005255	3	3
OG0005256	2	2
OG0005257	2	2
OG0005258	2	2
OG0005259	2	2
OG0005260	2	2
OG0005261	2	2
OG0005262	2	2
OG0005263	2	2
OG0005264	2	2
OG0005265	2	2
OG0005266	2	2
OG0005267	3	3
OG0005268	2	2
OG0005269	2	1
OG0005270	2	2
OG0005271	2	2
OG0005272	2	2
OG0005273	2	2
OG0005274	2	2
OG0005275	2	2
OG0005276	2	2
OG0005277	2	2
OG0005278	2	2
OG0005279	2	1
OG0005280	2	2
OG0005281	4	4
OG0005282	1	0
OG0005283	2	2
OG0005284	3	3
OG0005285	3	3
OG0005286	2	2
OG0005287	2	2
OG0005288	5	5
OG0005289	5	5
OG0005290	2	2
OG0005291	3	3
OG0005292	1	0
OG0005293	5	4
OG0005294	2	2
OG0005295	2	2
OG0005296	2	2
OG0005297	2	2
OG0005298	5	5
OG0005299	2	2
OG0005300	2	2
OG0005301	2	2
OG0005302	3	3
OG0005303	2	2
OG0005304	2	2
OG0005305	2	2
OG0005306	2	2
OG0005307	2	2
OG0005308	2	1
OG0005309	2	2
OG0005310	2	2
OG0005311	2	2
OG0005312	2	2
OG0005313	2	2
OG0005314	2	2
OG0005315	3	3
OG0005316	5	4
OG0005317	2	2
OG0005318	2	2
OG0005319	2	2
OG0005320	3	3
OG0005321	3	3
OG0005322	4	4
OG0005323	2	2
OG0005324	2	2
OG0005325	2	2
OG0005326	4	3
OG0005327	6	6
OG0005328	2	2
OG0005329	4	4
OG0005330	2	2
OG0005331	2	2
OG0005332	2	2
OG0005333	2	2
OG0005334	2	2
OG0005335	2	2
OG0005336	2	2
OG0005337	2	2
OG0005338	2	2
OG0005339	2	2
OG0005340	2	2
OG0005341	2	2
OG0005342	2	2
OG0005343	2	2
OG0005344	2	1
OG0005345	2	2
OG0005346	2	2
OG0005347	2	2
OG0005348	2	2
OG0005349	1	0
OG0005350	2	2
OG0005351	2	2
OG0005352	2	2
OG0005353	2	2
OG0005354	2	2
OG0005355	2	2
OG0005356	4	4
OG0005357	2	2
OG0005358	2	2
OG0005359	3	3
OG0005360	2	2
OG0005361	2	2
OG0005362	2	2
OG0005363	2	1
OG0005364	2	2
OG0005365	2	2
OG0005366	2	1
OG0005367	2	2
OG0005368	5	5
OG0005369	2	2
OG0005370	3	2
OG0005371	6	6
OG0005372	2	2
OG0005373	3	3
OG0005374	3	3
OG0005375	2	2
OG0005376	2	2
OG0005377	2	2
OG0005378	2	2
OG0005379	2	2
OG0005380	2	2
OG0005381	2	2
OG0005382	1	1
OG0005383	2	2
OG0005384	2	2
OG0005385	2	2
OG0005386	2	2
OG0005387	4	4
OG0005388	2	2
OG0005389	2	2
OG0005390	2	2
OG0005391	4	4
OG0005392	2	2
OG0005393	2	1
OG0005394	2	2
OG0005395	2	2
OG0005396	3	3
OG0005397	3	3
OG0005398	2	2
OG0005399	2	2
OG0005400	2	2
OG0005401	2	2
OG0005402	2	2
OG0005403	2	2
OG0005404	3	3
OG0005405	2	2
OG0005406	2	2
OG0005407	3	3
OG0005408	2	2
OG0005409	2	2
OG0005410	2	2
OG0005411	2	2
OG0005412	3	3
OG0005413	2	2
OG0005414	2	2
OG0005415	2	2
OG0005416	2	2
OG0005417	2	2
OG0005418	5	5
OG0005419	3	3
OG0005420	2	2
OG0005421	2	2
OG0005422	4	3
OG0005423	2	2
OG0005424	2	2
OG0005425	2	2
OG0005426	2	2
OG0005427	2	2
OG0005428	2	2
OG0005429	2	2
OG0005430	2	2
OG0005431	2	2
OG0005432	3	3
OG0005433	3	2
OG0005434	2	2
OG0005435	2	1
OG0005436	2	2
OG0005437	2	2
OG0005438	3	3
OG0005439	2	2
OG0005440	2	2
OG0005441	2	2
OG0005442	2	2
OG0005443	2	2
OG0005444	2	2
OG0005445	5	5
OG0005446	2	2
OG0005447	2	2
OG0005448	2	2
OG0005449	2	2
OG0005450	2	2
OG0005451	2	2
OG0005452	2	1
OG0005453	3	3
OG0005454	2	2
OG0005455	2	1
OG0005456	4	4
OG0005457	20	20
OG0005458	2	2
OG0005459	2	2
OG0005460	2	2
OG0005461	2	2
OG0005462	5	5
OG0005463	7	7
OG0005464	5	5
OG0005465	3	3
OG0005466	2	1
OG0005467	2	2
OG0005468	5	5
OG0005469	3	2
OG0005470	5	5
OG0005471	2	1
OG0005472	2	2
OG0005473	3	3
OG0005474	2	1
OG0005475	3	3
OG0005476	10	10
OG0005477	2	2
OG0005478	2	2
OG0005479	3	3
OG0005480	4	3
OG0005481	2	0
OG0005482	3	2
OG0005483	3	3
OG0005484	2	2
OG0005485	2	2
OG0005486	2	2
OG0005487	2	2
OG0005488	5	5
OG0005489	2	2
OG0005490	2	2
OG0005491	2	2
OG0005492	2	2
OG0005493	2	2
OG0005494	4	4
OG0005495	2	2
OG0005496	3	3
OG0005497	2	2
OG0005498	2	2
OG0005499	2	2
OG0005500	2	2
OG0005501	2	2
OG0005502	2	2
OG0005503	2	1
OG0005504	5	5
OG0005505	5	5
OG0005506	2	2
OG0005507	2	2
OG0005508	2	2
OG0005509	3	2
OG0005510	3	3
OG0005511	2	1
OG0005512	2	1
OG0005513	2	2
OG0005514	2	2
OG0005515	2	1
OG0005516	6	6
OG0005517	2	2
OG0005518	6	4
OG0005519	2	2
OG0005520	3	2
OG0005521	2	2
OG0005522	3	3
OG0005523	2	2
OG0005524	2	2
OG0005525	2	2
OG0005526	2	2
OG0005527	2	2
OG0005528	2	2
OG0005529	2	2
OG0005530	2	2
OG0005531	2	2
OG0005532	2	2
OG0005533	3	3
OG0005534	2	2
OG0005535	2	2
OG0005536	5	5
OG0005537	2	2
OG0005538	2	2
OG0005539	2	2
OG0005540	2	1
OG0005541	2	1
OG0005542	4	4
OG0005543	3	2
OG0005544	2	2
OG0005545	2	2
OG0005546	2	1
OG0005547	3	3
OG0005548	2	2
OG0005549	3	3
OG0005550	2	2
OG0005551	2	2
OG0005552	2	2
OG0005553	2	2
OG0005554	3	3
OG0005555	2	2
OG0005556	2	2
OG0005557	2	2
OG0005558	1	0
OG0005559	2	2
OG0005560	2	2
OG0005561	2	2
OG0005562	2	2
OG0005563	2	2
OG0005564	4	4
OG0005565	2	2
OG0005566	2	2
OG0005567	2	2
OG0005568	2	2
OG0005569	2	2
OG0005570	4	4
OG0005571	2	2
OG0005572	2	2
OG0005573	2	2
OG0005574	2	2
OG0005575	2	2
OG0005576	2	0
OG0005577	2	2
OG0005578	4	3
OG0005579	2	2
OG0005580	2	2
OG0005581	4	4
OG0005582	2	2
OG0005583	2	2
OG0005584	2	2
OG0005585	2	2
OG0005586	2	2
OG0005587	2	2
OG0005588	2	2
OG0005589	2	2
OG0005590	2	2
OG0005591	2	2
OG0005592	21	21
OG0005593	3	3
OG0005594	2	2
OG0005595	3	3
OG0005596	5	5
OG0005597	3	3
OG0005598	2	2
OG0005599	2	2
OG0005600	3	3
OG0005601	2	2
OG0005602	2	1
OG0005603	2	2
OG0005604	2	2
OG0005605	3	2
OG0005606	6	5
OG0005607	2	2
OG0005608	2	2
OG0005609	2	2
OG0005610	2	2
OG0005611	2	2
OG0005612	2	2
OG0005613	2	2
OG0005614	2	2
OG0005615	2	2
OG0005616	2	2
OG0005617	2	2
OG0005618	4	4
OG0005619	5	5
OG0005620	5	5
OG0005621	2	2
OG0005622	3	3
OG0005623	2	2
OG0005624	3	3
